rel_path,dir_rel,name,ext,size_bytes,mtime_iso,mtime_epoch,is_symlink,depth,sha1
AGENTS.md,,AGENTS.md,.md,5576,2026-03-05T03:06:28,1772701588,0,0,
ARCHITECTURE_DECISIONS.md,,ARCHITECTURE_DECISIONS.md,.md,41,2026-03-04T04:17:34,1772619454,0,0,
BACKUP_AND_RECOVERY.md,,BACKUP_AND_RECOVERY.md,.md,54,2026-03-04T04:17:34,1772619454,0,0,
BENCHMARKS.md,,BENCHMARKS.md,.md,32,2026-03-04T04:17:34,1772619454,0,0,
BRANDING.md,,BRANDING.md,.md,122,2026-03-04T04:17:34,1772619454,0,0,
CHANGELOG.md,,CHANGELOG.md,.md,49,2026-03-04T04:17:34,1772619454,0,0,
CITATION.cff,,CITATION.cff,.cff,194,2026-03-04T04:17:34,1772619454,0,0,
CLA.md,,CLA.md,.md,88,2026-03-04T04:17:34,1772619454,0,0,
CODESTYLE.md,,CODESTYLE.md,.md,27,2026-03-04T04:17:34,1772619454,0,0,
CODE_OF_CONDUCT.md,,CODE_OF_CONDUCT.md,.md,51,2026-03-04T04:17:34,1772619454,0,0,
COMMUNITY.md,,COMMUNITY.md,.md,51,2026-03-04T04:17:34,1772619454,0,0,
COMPATIBILITY.md,,COMPATIBILITY.md,.md,38,2026-03-04T04:17:34,1772619454,0,0,
CONFIGURATION.md,,CONFIGURATION.md,.md,35,2026-03-04T04:17:34,1772619454,0,0,
CONFIGURATION_REFERENCE.md,,CONFIGURATION_REFERENCE.md,.md,40,2026-03-04T04:17:34,1772619454,0,0,
CONTRIBUTING.md,,CONTRIBUTING.md,.md,64,2026-03-04T04:17:34,1772619454,0,0,
"ChatGPT Image 2 mar 2026, 01_51_26 a.m..png",,"ChatGPT Image 2 mar 2026, 01_51_26 a.m..png",.png,1557361,2026-03-02T01:51:26,1772437886,0,0,
DATA_FLOW.md,,DATA_FLOW.md,.md,41,2026-03-04T04:17:34,1772619454,0,0,
DCO.md,,DCO.md,.md,37,2026-03-04T04:17:34,1772619454,0,0,
DEPENDENCIES.md,,DEPENDENCIES.md,.md,36,2026-03-04T04:17:34,1772619454,0,0,
DEPENDENCY_POLICY.md,,DEPENDENCY_POLICY.md,.md,67,2026-03-04T04:17:34,1772619454,0,0,
DEPLOYMENT.md,,DEPLOYMENT.md,.md,42,2026-03-04T04:17:34,1772619454,0,0,
DEPRECATIONS.md,,DEPRECATIONS.md,.md,36,2026-03-04T04:17:34,1772619454,0,0,
Dockerfile,,Dockerfile,,47,2026-03-04T04:17:34,1772619454,0,0,
ENVIRONMENT.md,,ENVIRONMENT.md,.md,37,2026-03-04T04:17:34,1772619454,0,0,
ENVIRONMENT_VARIABLES.md,,ENVIRONMENT_VARIABLES.md,.md,41,2026-03-04T04:17:34,1772619454,0,0,
FAQ.md,,FAQ.md,.md,104,2026-03-04T04:17:34,1772619454,0,0,
FINAL_REPORT.md,,FINAL_REPORT.md,.md,3106,2026-03-04T14:05:41,1772654741,0,0,
GOVERNANCE.md,,GOVERNANCE.md,.md,72,2026-03-04T04:17:34,1772619454,0,0,
HITECH_GUARDRAILS_LAW_v1.zip,,HITECH_GUARDRAILS_LAW_v1.zip,.zip,10057,2026-03-01T13:38:34,1772393914,0,0,
INCIDENT_RESPONSE.md,,INCIDENT_RESPONSE.md,.md,49,2026-03-04T04:17:34,1772619454,0,0,
KERNEL_CONTEXT.md,,KERNEL_CONTEXT.md,.md,2681,2026-02-23T19:15:27,1771895727,0,0,
LICENSE,,LICENSE,,10173,2026-03-04T04:17:34,1772619454,0,0,
MAINTAINERS.md,,MAINTAINERS.md,.md,58,2026-03-04T04:17:34,1772619454,0,0,
MIGRATIONS.md,,MIGRATIONS.md,.md,43,2026-03-04T04:17:34,1772619454,0,0,
MODULE_BOUNDARIES.md,,MODULE_BOUNDARIES.md,.md,49,2026-03-04T04:17:34,1772619454,0,0,
Makefile,,Makefile,,33,2026-03-04T04:17:34,1772619454,0,0,
NOTICE,,NOTICE,,173,2026-03-04T04:17:34,1772619454,0,0,
PERFORMANCE.md,,PERFORMANCE.md,.md,36,2026-03-04T04:17:34,1772619454,0,0,
PRIVACY.md,,PRIVACY.md,.md,28,2026-03-04T04:17:34,1772619454,0,0,
QUALITY_STANDARDS.md,,QUALITY_STANDARDS.md,.md,51,2026-03-04T04:17:34,1772619454,0,0,
README.md,,README.md,.md,1358,2026-03-01T12:55:44,1772391344,0,0,
RELEASING.md,,RELEASING.md,.md,31,2026-03-04T04:17:34,1772619454,0,0,
ROADMAP.md,,ROADMAP.md,.md,73,2026-03-04T04:17:34,1772619454,0,0,
RUNBOOK.md,,RUNBOOK.md,.md,35,2026-03-04T04:17:34,1772619454,0,0,
SBOM.json,,SBOM.json,.json,159,2026-03-04T04:17:34,1772619454,0,0,
SECURITY.md,,SECURITY.md,.md,925,2026-02-23T18:07:33,1771891653,0,0,
SUPPLY_CHAIN.md,,SUPPLY_CHAIN.md,.md,64,2026-03-04T04:17:34,1772619454,0,0,
SUPPORT.md,,SUPPORT.md,.md,83,2026-03-04T04:17:34,1772619454,0,0,
SYSTEM_OVERVIEW.md,,SYSTEM_OVERVIEW.md,.md,50,2026-03-04T04:17:34,1772619454,0,0,
TERMS.md,,TERMS.md,.md,26,2026-03-04T04:17:34,1772619454,0,0,
TESTING.md,,TESTING.md,.md,36,2026-03-04T04:17:34,1772619454,0,0,
THIRD_PARTY_NOTICES.md,,THIRD_PARTY_NOTICES.md,.md,46,2026-03-04T04:17:34,1772619454,0,0,
THREAT_MODEL.md,,THREAT_MODEL.md,.md,45,2026-03-04T04:17:34,1772619454,0,0,
TRADEMARKS.md,,TRADEMARKS.md,.md,43,2026-03-04T04:17:34,1772619454,0,0,
TROUBLESHOOTING.md,,TROUBLESHOOTING.md,.md,33,2026-03-04T04:17:34,1772619454,0,0,
Taskfile.yml,,Taskfile.yml,.yml,59,2026-03-04T04:17:34,1772619454,0,0,
VERSIONING.md,,VERSIONING.md,.md,39,2026-03-04T04:17:34,1772619454,0,0,
WindowManagerProvider_hydration_diff_snippet.txt,,WindowManagerProvider_hydration_diff_snippet.txt,.txt,7045,2026-03-04T23:58:27,1772690307,0,0,
commitlint.config.cjs,,commitlint.config.cjs,.cjs,67,2026-03-04T04:17:34,1772619454,0,0,
docker-compose.yml,,docker-compose.yml,.yml,79,2026-03-04T04:17:34,1772619454,0,0,
eslint.config.mjs,,eslint.config.mjs,.mjs,1138,2026-02-23T18:04:18,1771891458,0,0,
hitech_logo.png,,hitech_logo.png,.png,20264692,2026-03-01T16:10:04,1772403004,0,0,
my-graph.html,,my-graph.html,.html,1271,2026-03-01T08:31:25,1772375485,0,0,
my-graph.mermaid,,my-graph.mermaid,.mermaid,703,2026-03-01T08:32:10,1772375530,0,0,
my-graph.svg,,my-graph.svg,.svg,9508,2026-03-01T08:32:55,1772375575,0,0,
package.json,,package.json,.json,4217,2026-03-03T23:13:10,1772601190,0,0,
package.json.bak_peers_20260301_083436,,package.json.bak_peers_20260301_083436,.bak_peers_20260301_083436,3040,2026-03-01T03:48:20,1772358500,0,0,
package.json.bak_peers_20260301_084250,,package.json.bak_peers_20260301_084250,.bak_peers_20260301_084250,3287,2026-03-01T08:34:38,1772375678,0,0,
package.json.bak_peers_20260301_084852,,package.json.bak_peers_20260301_084852,.bak_peers_20260301_084852,3287,2026-03-01T08:34:38,1772375678,0,0,
package.json.bak_peers_20260301_085406,,package.json.bak_peers_20260301_085406,.bak_peers_20260301_085406,3286,2026-03-01T08:48:56,1772376536,0,0,
package.json.bak_peers_20260301_085621,,package.json.bak_peers_20260301_085621,.bak_peers_20260301_085621,3286,2026-03-01T08:48:56,1772376536,0,0,
package.json.bak_peers_20260301_085719,,package.json.bak_peers_20260301_085719,.bak_peers_20260301_085719,3286,2026-03-01T08:48:56,1772376536,0,0,
package.json.bak_turbo_20260301_083436,,package.json.bak_turbo_20260301_083436,.bak_turbo_20260301_083436,3040,2026-03-01T03:48:20,1772358500,0,0,
pnpm-lock.yaml,,pnpm-lock.yaml,.yaml,197566,2026-03-04T19:18:32,1772673512,0,0,
pnpm-workspace.yaml,,pnpm-workspace.yaml,.yaml,85,2026-02-22T14:39:59,1771792799,0,0,
prettier.config.cjs,,prettier.config.cjs,.cjs,77,2026-02-23T18:04:18,1771891458,0,0,
release-please-config.json,,release-please-config.json,.json,69,2026-03-04T04:17:34,1772619454,0,0,
repo_map_build.py,,repo_map_build.py,.py,14927,2026-03-05T08:56:05,1772722565,0,0,
telemetry.md,,telemetry.md,.md,52,2026-03-04T04:17:34,1772619454,0,0,
tsconfig.base.json,,tsconfig.base.json,.json,718,2026-03-01T08:57:11,1772377031,0,0,
tsconfig.json,,tsconfig.json,.json,444,2026-02-28T07:20:42,1772284842,0,0,
turbo.json,,turbo.json,.json,945,2026-02-28T07:20:26,1772284826,0,0,
_attic/README.md,_attic,README.md,.md,109,2026-03-04T01:28:14,1772609294,0,1,
_attic/_fix_logs/venv_docs_fix_20260304_040406/REPORT.txt,_attic/_fix_logs/venv_docs_fix_20260304_040406,REPORT.txt,.txt,1194,2026-03-04T04:04:06,1772618646,0,3,
_attic/docs_dump/README.md,_attic/docs_dump,README.md,.md,113,2026-03-04T01:28:14,1772609294,0,2,
_attic/docs_dump/_root_archive/20260301_014802/COMMANDS_TO_RUN.txt,_attic/docs_dump/_root_archive/20260301_014802,COMMANDS_TO_RUN.txt,.txt,1375,2026-02-18T07:18:28,1771420708,0,4,
_attic/docs_dump/_root_archive/20260301_014802/DIFF.patch,_attic/docs_dump/_root_archive/20260301_014802,DIFF.patch,.patch,252553,2026-02-18T07:21:26,1771420886,0,4,
_attic/docs_dump/_root_archive/20260301_014802/DISPATCH_CHANGES_DIFF.txt,_attic/docs_dump/_root_archive/20260301_014802,DISPATCH_CHANGES_DIFF.txt,.txt,0,2026-02-27T13:30:29,1772220629,0,4,
_attic/docs_dump/_root_archive/20260301_014802/DISPATCH_OLD_NEW_DIFF.txt,_attic/docs_dump/_root_archive/20260301_014802,DISPATCH_OLD_NEW_DIFF.txt,.txt,7509,2026-02-27T13:30:29,1772220629,0,4,
_attic/docs_dump/_root_archive/20260301_014802/FILES_CREATED.txt,_attic/docs_dump/_root_archive/20260301_014802,FILES_CREATED.txt,.txt,863,2026-02-18T07:21:08,1771420868,0,4,
_attic/docs_dump/_root_archive/20260301_014802/FILES_MODIFIED.txt,_attic/docs_dump/_root_archive/20260301_014802,FILES_MODIFIED.txt,.txt,809,2026-02-18T07:18:15,1771420695,0,4,
_attic/docs_dump/_root_archive/20260301_014802/FINAL_REPORT.md,_attic/docs_dump/_root_archive/20260301_014802,FINAL_REPORT.md,.md,6196,2026-02-28T14:04:13,1772309053,0,4,
_attic/docs_dump/_root_archive/20260301_014802/FINAL_REPORT.txt,_attic/docs_dump/_root_archive/20260301_014802,FINAL_REPORT.txt,.txt,7260,2026-02-28T07:07:22,1772284042,0,4,
_attic/docs_dump/_root_archive/20260301_014802/FINAL_REPORT_BLOCK_B.txt,_attic/docs_dump/_root_archive/20260301_014802,FINAL_REPORT_BLOCK_B.txt,.txt,3709,2026-02-18T07:17:52,1771420672,0,4,
_attic/docs_dump/_root_archive/20260301_014802/HITECH_OS_DOC_BUNDLE_20260222_215259.txt,_attic/docs_dump/_root_archive/20260301_014802,HITECH_OS_DOC_BUNDLE_20260222_215259.txt,.txt,22829,2026-02-22T21:53:01,1771818781,0,4,
_attic/docs_dump/_root_archive/20260301_014802/Machote v2.0.1.json,_attic/docs_dump/_root_archive/20260301_014802,Machote v2.0.1.json,.json,25759,2026-02-26T18:15:44,1772151344,0,4,
_attic/docs_dump/_root_archive/20260301_014802/PROMPTS_PACK_TEST.txt,_attic/docs_dump/_root_archive/20260301_014802,PROMPTS_PACK_TEST.txt,.txt,9489,2026-02-27T13:30:29,1772220629,0,4,
_attic/docs_dump/_root_archive/20260301_014802/STATUS.json,_attic/docs_dump/_root_archive/20260301_014802,STATUS.json,.json,1852,2026-02-18T07:20:39,1771420839,0,4,
_attic/docs_dump/_root_archive/20260301_014802/_ahk_probe.ahk,_attic/docs_dump/_root_archive/20260301_014802,_ahk_probe.ahk,.ahk,105,2026-02-27T13:30:29,1772220629,0,4,
_attic/docs_dump/_root_archive/20260301_014802/_gen_continue_ps1.py,_attic/docs_dump/_root_archive/20260301_014802,_gen_continue_ps1.py,.py,12083,2026-02-21T03:13:47,1771665227,0,4,
_attic/docs_dump/_root_archive/20260301_014802/_gen_unified_ps1.py,_attic/docs_dump/_root_archive/20260301_014802,_gen_unified_ps1.py,.py,14918,2026-02-21T02:53:39,1771664019,0,4,
_attic/docs_dump/_root_archive/20260301_014802/_tmp_HOS_CONVERSATIONAL_OS_v2.0.0.json,_attic/docs_dump/_root_archive/20260301_014802,_tmp_HOS_CONVERSATIONAL_OS_v2.0.0.json,.json,23986,2026-02-21T03:41:05,1771666865,0,4,
_attic/docs_dump/_root_archive/20260301_014802/_tmp_HOS_CONVERSATIONAL_OS_v2.0.0_consistency.json,_attic/docs_dump/_root_archive/20260301_014802,_tmp_HOS_CONVERSATIONAL_OS_v2.0.0_consistency.json,.json,24173,2026-02-21T03:56:27,1771667787,0,4,
_attic/docs_dump/_root_archive/20260301_014802/_tmp_unified_snapshot_writer.ps1,_attic/docs_dump/_root_archive/20260301_014802,_tmp_unified_snapshot_writer.ps1,.ps1,32148,2026-02-21T03:04:12,1771664652,0,4,
_attic/docs_dump/_root_archive/20260301_014802/_tmp_unified_snapshot_writer_continue.ps1,_attic/docs_dump/_root_archive/20260301_014802,_tmp_unified_snapshot_writer_continue.ps1,.ps1,35996,2026-02-21T03:13:51,1771665231,0,4,
_attic/docs_dump/_root_archive/20260301_014802/codex_smoke_test.ahk,_attic/docs_dump/_root_archive/20260301_014802,codex_smoke_test.ahk,.ahk,5280,2026-02-27T13:30:29,1772220629,0,4,
_attic/docs_dump/_root_archive/20260301_014802/commitlint.config.cjs,_attic/docs_dump/_root_archive/20260301_014802,commitlint.config.cjs,.cjs,69,2026-02-23T18:04:18,1771891458,0,4,
_attic/docs_dump/_root_archive/20260301_014802/desktop.ini,_attic/docs_dump/_root_archive/20260301_014802,desktop.ini,.ini,108,2026-02-26T18:15:42,1772151342,0,4,
_attic/docs_dump/_root_archive/20260301_014802/tmp_remediate_federation.py,_attic/docs_dump/_root_archive/20260301_014802,tmp_remediate_federation.py,.py,7484,2026-02-26T18:32:57,1772152377,0,4,
_attic/docs_dump/_root_archive/20260301_014802/tsconfig.base.json,_attic/docs_dump/_root_archive/20260301_014802,tsconfig.base.json,.json,718,2026-02-28T07:20:26,1772284826,0,4,
_attic/docs_dump/_root_archive/20260301_014802/_hitech_commit_backup/phase1_20260218_224436/DIFF_working_tree.patch,_attic/docs_dump/_root_archive/20260301_014802/_hitech_commit_backup/phase1_20260218_224436,DIFF_working_tree.patch,.patch,82944,2026-02-18T22:44:36,1771476276,0,6,
_attic/docs_dump/_root_archive/20260301_014802/_hitech_commit_backup/phase1_20260218_224436/FILES_CHANGED.json,_attic/docs_dump/_root_archive/20260301_014802/_hitech_commit_backup/phase1_20260218_224436,FILES_CHANGED.json,.json,1073,2026-02-18T22:44:36,1771476276,0,6,
_attic/docs_dump/_root_archive/20260301_014802/_hitech_commit_backup/phase1_20260218_224436/STATUS_human.txt,_attic/docs_dump/_root_archive/20260301_014802/_hitech_commit_backup/phase1_20260218_224436,STATUS_human.txt,.txt,1372,2026-02-18T22:44:36,1771476276,0,6,
_attic/docs_dump/_root_archive/20260301_014802/_hitech_commit_backup/phase1_20260218_224436/STATUS_porcelain.txt,_attic/docs_dump/_root_archive/20260301_014802/_hitech_commit_backup/phase1_20260218_224436,STATUS_porcelain.txt,.txt,830,2026-02-18T22:44:36,1771476276,0,6,
_attic/docs_dump/_root_archive/20260301_014802/configs/tsconfig.factory.json,_attic/docs_dump/_root_archive/20260301_014802/configs,tsconfig.factory.json,.json,296,2026-02-22T14:40:14,1771792814,0,5,
_attic/docs_dump/_root_archive/20260301_014802/configs/factory/feature-flags.json,_attic/docs_dump/_root_archive/20260301_014802/configs/factory,feature-flags.json,.json,147,2026-02-22T14:49:38,1771793378,0,6,
_attic/docs_dump/_root_archive/20260301_014802/configs/factory/runtime.json,_attic/docs_dump/_root_archive/20260301_014802/configs/factory,runtime.json,.json,604,2026-02-22T14:49:47,1771793387,0,6,
_attic/docs_dump/_root_archive/20260301_014802/exports/codex_prompts_responses.csv,_attic/docs_dump/_root_archive/20260301_014802/exports,codex_prompts_responses.csv,.csv,4690495,2026-02-21T00:46:14,1771656374,0,5,
_attic/docs_dump/_root_archive/20260301_014802/exports/codex_prompts_responses.json,_attic/docs_dump/_root_archive/20260301_014802/exports,codex_prompts_responses.json,.json,4926070,2026-02-21T00:46:14,1771656374,0,5,
_attic/docs_dump/_root_archive/20260301_014802/exports/codex_history_20260221_005517/_engine_export_codex_history.py,_attic/docs_dump/_root_archive/20260301_014802/exports/codex_history_20260221_005517,_engine_export_codex_history.py,.py,10455,2026-02-21T00:55:17,1771656917,0,6,
_attic/docs_dump/_root_archive/20260301_014802/exports/codex_history_20260221_005517/codex_prompts_responses.csv,_attic/docs_dump/_root_archive/20260301_014802/exports/codex_history_20260221_005517,codex_prompts_responses.csv,.csv,10083689,2026-02-21T00:55:19,1771656919,0,6,
_attic/docs_dump/_root_archive/20260301_014802/exports/codex_history_20260221_005517/codex_prompts_responses.jsonl,_attic/docs_dump/_root_archive/20260301_014802/exports/codex_history_20260221_005517,codex_prompts_responses.jsonl,.jsonl,10585783,2026-02-21T00:55:19,1771656919,0,6,
_attic/docs_dump/_root_archive/20260301_014802/exports/codex_history_20260221_005517/codex_prompts_responses.md,_attic/docs_dump/_root_archive/20260301_014802/exports/codex_history_20260221_005517,codex_prompts_responses.md,.md,9813842,2026-02-21T00:55:19,1771656919,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/index.ts,_attic/docs_dump/_root_archive/20260301_014802/factory,index.ts,.ts,327,2026-02-22T14:47:33,1771793253,0,5,
_attic/docs_dump/_root_archive/20260301_014802/factory/package.json,_attic/docs_dump/_root_archive/20260301_014802/factory,package.json,.json,362,2026-02-23T18:04:10,1771891450,0,5,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/01 - CHANGES.md,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,01 - CHANGES.md,.md,2980,2026-02-27T20:45:23,1772246723,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/02 - RUN_ID_PROMPT_SYSTEM.md,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,02 - RUN_ID_PROMPT_SYSTEM.md,.md,4736,2026-02-27T20:45:23,1772246723,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/03 - branch_guard_report.json,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,03 - branch_guard_report.json,.json,1041,2026-02-27T20:26:04,1772245564,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/04 - CONTRACT_ENFORCEMENT_PROOF.json,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,04 - CONTRACT_ENFORCEMENT_PROOF.json,.json,668,2026-02-27T20:25:40,1772245540,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/05 - SANITIZE_ENV_SCOPE_PROOF.json,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,05 - SANITIZE_ENV_SCOPE_PROOF.json,.json,104,2026-02-27T20:25:55,1772245555,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/05_ONE_BUTTON_EXECUTOR.md,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,05_ONE_BUTTON_EXECUTOR.md,.md,2342,2026-02-27T20:45:23,1772246723,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/06 - unification_grep_report.json,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,06 - unification_grep_report.json,.json,2603,2026-02-27T20:26:11,1772245571,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/07 - VALIDATION_FACTORY_LAUNCH.json,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,07 - VALIDATION_FACTORY_LAUNCH.json,.json,14244,2026-02-27T20:23:40,1772245420,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/08 - VALIDATION_MATERIALIZE_PACK.json,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,08 - VALIDATION_MATERIALIZE_PACK.json,.json,724,2026-02-27T20:23:40,1772245420,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/09 - VALIDATION_RUN_ID.txt,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,09 - VALIDATION_RUN_ID.txt,.txt,22,2026-02-27T20:23:39,1772245419,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/10 - worktree_guard_report.json,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,10 - worktree_guard_report.json,.json,936,2026-02-27T20:26:04,1772245564,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/11 - run_iter.ps1,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,11 - run_iter.ps1,.ps1,50709,2026-02-27T20:25:04,1772245504,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/12 - config.py,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,12 - config.py,.py,6588,2026-02-27T20:45:23,1772246723,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/13 - launch_with_sanitized_env.py,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,13 - launch_with_sanitized_env.py,.py,2724,2026-02-27T20:19:51,1772245191,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/14 - unification_evidence.py,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,14 - unification_evidence.py,.py,16285,2026-02-27T20:22:54,1772245374,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/15 - worktree_contract.py,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,15 - worktree_contract.py,.py,2466,2026-02-27T20:18:41,1772245121,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/16 - worktrees.py,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,16 - worktrees.py,.py,33086,2026-02-27T20:45:23,1772246723,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/17 - config.json,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,17 - config.json,.json,314,2026-02-27T20:45:53,1772246753,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/INDEX.md,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,INDEX.md,.md,2261,2026-02-27T20:54:44,1772247284,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs/MANIFEST.json,_attic/docs_dump/_root_archive/20260301_014802/factory/01 Mirror/docs,MANIFEST.json,.json,7269,2026-02-27T20:54:44,1772247284,0,7,
_attic/docs_dump/_root_archive/20260301_014802/factory/A_core/AgentRegistry.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/A_core,AgentRegistry.ts,.ts,3160,2026-02-22T14:43:16,1771792996,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/A_core/ContextGuard.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/A_core,ContextGuard.ts,.ts,5874,2026-02-22T14:53:27,1771793607,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/A_core/CoreOrchestrator.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/A_core,CoreOrchestrator.ts,.ts,2820,2026-02-22T14:52:31,1771793551,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/A_core/DeterministicExecutor.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/A_core,DeterministicExecutor.ts,.ts,3216,2026-02-22T14:44:11,1771793051,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/A_core/index.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/A_core,index.ts,.ts,142,2026-02-22T14:44:31,1771793071,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/B_tooling/ToolingPolicy.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/B_tooling,ToolingPolicy.ts,.ts,2251,2026-02-22T14:44:46,1771793086,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/B_tooling/index.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/B_tooling,index.ts,.ts,33,2026-02-22T14:44:49,1771793089,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/C_features/FeatureFlagRegistry.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/C_features,FeatureFlagRegistry.ts,.ts,1359,2026-02-22T14:44:59,1771793099,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/C_features/index.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/C_features,index.ts,.ts,39,2026-02-22T14:45:04,1771793104,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/D_validation/DeterminismAudit.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/D_validation,DeterminismAudit.ts,.ts,6961,2026-02-22T14:52:38,1771793558,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/D_validation/SchemaValidator.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/D_validation,SchemaValidator.ts,.ts,6723,2026-02-22T14:45:36,1771793136,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/D_validation/SnapshotValidator.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/D_validation,SnapshotValidator.ts,.ts,3944,2026-02-22T14:52:46,1771793566,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/D_validation/index.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/D_validation,index.ts,.ts,108,2026-02-22T14:46:36,1771793196,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/Z_aggregator/FinalReportBuilder.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/Z_aggregator,FinalReportBuilder.ts,.ts,3991,2026-02-22T14:52:53,1771793573,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/Z_aggregator/ResultAggregator.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/Z_aggregator,ResultAggregator.ts,.ts,5076,2026-02-22T14:53:17,1771793597,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/Z_aggregator/index.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/Z_aggregator,index.ts,.ts,74,2026-02-22T14:47:27,1771793247,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/contracts/AgentInterface.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/contracts,AgentInterface.ts,.ts,3888,2026-02-22T14:42:27,1771792947,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/contracts/BundleSchema.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/contracts,BundleSchema.ts,.ts,7305,2026-02-22T14:42:09,1771792929,0,6,
_attic/docs_dump/_root_archive/20260301_014802/factory/contracts/ExecutionReport.ts,_attic/docs_dump/_root_archive/20260301_014802/factory/contracts,ExecutionReport.ts,.ts,5147,2026-02-22T14:42:58,1771792978,0,6,
