dir_rel,file_count,total_size_bytes,total_size_mb
tools/codex/worktrees/A_core/docs/meta-gov/LATEST,3,11251,0.01
tools/codex/worktrees/A_core/docs/meta-gov/_runs/RUN_20260226_182007,3,11251,0.01
tools/codex/worktrees/A_core/docs/meta-gov/_runs/RUN_20260226_182402,3,11251,0.01
tools/codex/worktrees/B_tooling/docs/meta-gov/LATEST,3,11251,0.01
tools/codex/worktrees/B_tooling/docs/meta-gov/_runs/RUN_20260226_182007,3,11251,0.01
tools/codex/worktrees/B_tooling/docs/meta-gov/_runs/RUN_20260226_182402,3,11251,0.01
tools/codex/worktrees/C_features/docs/meta-gov/LATEST,3,11251,0.01
tools/codex/worktrees/C_features/docs/meta-gov/_runs/RUN_20260226_182007,3,11251,0.01
tools/codex/worktrees/C_features/docs/meta-gov/_runs/RUN_20260226_182402,3,11251,0.01
tools/codex/worktrees/D_validation/docs/meta-gov/LATEST,3,11251,0.01
tools/codex/worktrees/D_validation/docs/meta-gov/_runs/RUN_20260226_182007,3,11251,0.01
tools/codex/worktrees/D_validation/docs/meta-gov/_runs/RUN_20260226_182402,3,11251,0.01
tools/codex/worktrees/Z_aggregator/docs/meta-gov/LATEST,3,11251,0.01
tools/codex/worktrees/Z_aggregator/docs/meta-gov/_runs/RUN_20260226_182007,3,11251,0.01
tools/codex/worktrees/Z_aggregator/docs/meta-gov/_runs/RUN_20260226_182402,3,11251,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/docs/meta-gov/LATEST,3,11251,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/docs/meta-gov/_runs/RUN_20260226_182007,3,11251,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/docs/meta-gov/_runs/RUN_20260226_182402,3,11251,0.01
tools/codex/worktrees/C_features/tools/codex/runs/20260304_174651_DBC8/C_features,14,11248,0.01
tools/hos/hygiene,6,11175,0.01
tools/codex/runs/factory_smoke_test_debug_20260301_000003/Z_integrator/LOGS,3,11095,0.01
tools/codex/runs/factory_smoke_test_debug_20260301_000001/Z_integrator/LOGS,3,11015,0.01
tools/codex/runs/factory_smoke_test_debug_20260301_000002/Z_integrator/LOGS,3,11015,0.01
tools/codex/runs/20260301_001517_5EE0/A_core/FILES/packages/contracts/tests,1,10877,0.01
tools/codex/runs/20260301_001517_5EE0/D_validation/FILES/packages/contracts/tests,1,10877,0.01
tools/codex/runs/20260301_010535_E0B1/A_core/FILES/packages/contracts/tests,1,10877,0.01
tools/codex/runs/20260301_010535_E0B1/D_validation/FILES/packages/contracts/tests,1,10877,0.01
tools/codex/runs/20260301_011534_EF0A/C_features/FILES/packages/contracts/tests,1,10877,0.01
tools/codex/runs/manual_20260301_212235/A_core,4,10850,0.01
packages/ui-kit/src/components/forms,5,10684,0.01
tools/codex/worktrees/A_core/packages/ui-kit/src/components/forms,5,10593,0.01
tools/codex/worktrees/B_tooling/packages/ui-kit/src/components/forms,5,10593,0.01
tools/codex/worktrees/C_features/packages/ui-kit/src/components/forms,5,10593,0.01
tools/codex/worktrees/D_validation/packages/ui-kit/src/components/forms,5,10593,0.01
tools/codex/worktrees/Z_aggregator/packages/ui-kit/src/components/forms,5,10593,0.01
tools/codex/runs/20260228_164549_2F73/C_features/FILES/apps/keystone/lib/pitch,6,10587,0.01
apps/keystone/components/pitch/layout,7,10443,0.01
tools/codex/worktrees/A_core/tools/codex/factory/tests/integration,3,10369,0.01
tools/codex/worktrees/B_tooling/tools/codex/factory/tests/integration,3,10369,0.01
tools/codex/worktrees/C_features/tools/codex/factory/tests/integration,3,10369,0.01
tools/codex/worktrees/D_validation/tools/codex/factory/tests/integration,3,10369,0.01
tools/codex/worktrees/Z_aggregator/tools/codex/factory/tests/integration,3,10369,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/tools/codex/factory/tests/integration,3,10369,0.01
tools/codex/runs/20260304_174651_DBC8/Z_aggregator/FILES/apps/keystone/visual-tests,2,10274,0.01
tools/codex/worktrees/Z_aggregator/tools/codex/runs/20260304_174651_DBC8/Z_aggregator/FILES/apps/keystone/visual-tests,2,10274,0.01
tools/codex/worktrees/C_features/tools/codex/runs/20260304_061005_61C9/C_features/FILES/apps/keystone/components/pitch-engine/utils,4,10169,0.01
tools/codex/worktrees/C_features/apps/keystone/components/pitch-engine/utils,4,10165,0.01
tools/codex/runs/20260304_174651_DBC8/B_tooling/LOGS,5,10143,0.01
tools/codex/worktrees/Z_aggregator/apps/keystone/visual-tests,2,10126,0.01
tools/codex/worktrees/C_features/tools/codex/runs/20260304_061005_61C9/C_features/FILES/apps/keystone/components/pitch-engine/triage,2,10122,0.01
tools/codex/worktrees/C_features/apps/keystone/components/pitch-engine/triage,2,10120,0.01
tools/codex/worktrees/A_core/tools,1,10059,0.01
tools/codex/worktrees/B_tooling/tools,1,10059,0.01
tools/codex/worktrees/C_features/tools,1,10059,0.01
tools/codex/worktrees/D_validation/tools,1,10059,0.01
tools/codex/worktrees/Z_aggregator/tools,1,10059,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/tools,1,10059,0.01
tools/codex/runs/20260228_164549_2F73/B_tooling/FILES/packages/ui-kit/src/styles,1,10056,0.01
services/core-api/src/contracts,1,9984,0.01
tools/codex/worktrees/A_core/services/core-api/src/contracts,1,9984,0.01
tools/codex/worktrees/B_tooling/services/core-api/src/contracts,1,9984,0.01
tools/codex/worktrees/C_features/services/core-api/src/contracts,1,9984,0.01
tools/codex/worktrees/D_validation/services/core-api/src/contracts,1,9984,0.01
tools/codex/worktrees/Z_aggregator/services/core-api/src/contracts,1,9984,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/services/core-api/src/contracts,1,9984,0.01
tools/codex/prompts/20260226_1,5,9786,0.01
tools/codex/prompts/20260226_3,5,9786,0.01
tools/codex/prompts/20260226_4,5,9786,0.01
tools/codex/worktrees/A_core/factory/shared,5,9733,0.01
tools/codex/worktrees/B_tooling/factory/shared,5,9733,0.01
tools/codex/worktrees/C_features/factory/shared,5,9733,0.01
tools/codex/worktrees/D_validation/factory/shared,5,9733,0.01
tools/codex/worktrees/Z_aggregator/factory/shared,5,9733,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/factory/shared,5,9733,0.01
_attic/docs_dump/_root_archive/20260301_014802/factory/shared,5,9733,0.01
tools/codex/prompts/20260228_022339_6C65,5,9653,0.01
tools/codex/prompts/20260226_5,5,9652,0.01
tools/codex/prompts/20260226_6,5,9642,0.01
apps/keystone/components/pitch/debug,4,9626,0.01
tools/codex/runs/integration_invalid_repo_root_debug_20260304/Z_integrator,8,9560,0.01
tools/codex/worktrees/B_tooling/packages/ui-kit/src/components/premium/dataviz,6,9482,0.01
tools/codex/prompts/20260301_164355_39A3,5,9458,0.01
tools/codex/C_features/RUN_20260226_180152/FILES/tools/meta,3,9434,0.01
tools/codex/C_features/RUN_20260226_180339/FILES/tools/meta,3,9434,0.01
tools/codex/C_features/RUN_20260226_180543/FILES/tools/meta,3,9434,0.01
tools/codex/C_features/RUN_20260226_180629/FILES/tools/meta,3,9434,0.01
tools/codex/C_features/RUN_20260226_180800/FILES/tools/meta,3,9434,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/tools/health/src,1,9431,0.01
tools/health/src,1,9431,0.01
tools/codex/worktrees/A_core/tools/health/src,1,9430,0.01
tools/codex/worktrees/B_tooling/tools/health/src,1,9430,0.01
tools/codex/worktrees/C_features/tools/health/src,1,9430,0.01
tools/codex/worktrees/D_validation/tools/health/src,1,9430,0.01
tools/codex/worktrees/Z_aggregator/tools/health/src,1,9430,0.01
tools/codex/runs/20260228_183257_093E/Z_aggregator/LOGS,5,9357,0.01
tools/codex/prompts/20260227_1,5,9353,0.01
tools/codex/prompts/20260227_2,5,9353,0.01
tools/codex/prompts/20260227_7,5,9353,0.01
tools/hos/ui,3,9307,0.01
tools/codex/prompts/20260226_5/logs,3,9267,0.01
docs/quality,2,9193,0.01
tools/codex/worktrees/A_core/factory/Z_aggregator,3,9141,0.01
tools/codex/worktrees/B_tooling/factory/Z_aggregator,3,9141,0.01
tools/codex/worktrees/C_features/factory/Z_aggregator,3,9141,0.01
tools/codex/worktrees/D_validation/factory/Z_aggregator,3,9141,0.01
tools/codex/worktrees/Z_aggregator/factory/Z_aggregator,3,9141,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/factory/Z_aggregator,3,9141,0.01
_attic/docs_dump/_root_archive/20260301_014802/factory/Z_aggregator,3,9141,0.01
docs/snapshots,2,9069,0.01
tools/codex/worktrees/A_core/docs/snapshots,2,9069,0.01
tools/codex/worktrees/B_tooling/docs/snapshots,2,9069,0.01
tools/codex/worktrees/C_features/docs/snapshots,2,9069,0.01
tools/codex/worktrees/D_validation/docs/snapshots,2,9069,0.01
tools/codex/worktrees/Z_aggregator/docs/snapshots,2,9069,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/docs/snapshots,2,9069,0.01
tools/codex/runs/20260228_183257_093E/attestations,3,9050,0.01
packages/ui-kit/src/components/navigation,3,9033,0.01
tools/codex/worktrees/A_core/packages/ui-kit/src/components/navigation,3,9033,0.01
tools/codex/worktrees/B_tooling/packages/ui-kit/src/components/navigation,3,9033,0.01
tools/codex/worktrees/C_features/packages/ui-kit/src/components/navigation,3,9033,0.01
tools/codex/worktrees/D_validation/packages/ui-kit/src/components/navigation,3,9033,0.01
tools/codex/worktrees/Z_aggregator/packages/ui-kit/src/components/navigation,3,9033,0.01
tools/codex/worktrees/A_core/tools/codex/runs/20260304_061005_61C9/A_core/FILES/apps/keystone/lib/pitch-engine/resolver,3,8953,0.01
tools/codex/worktrees/A_core/apps/keystone/lib/pitch-engine/resolver,3,8950,0.01
tools/codex/worktrees/B_tooling/apps/keystone/tests,6,8899,0.01
docs/constitution,5,8871,0.01
tools/codex/worktrees/B_tooling/tools/codex/runs/20260304_174651_DBC8/B_tooling/LOGS,4,8856,0.01
tools/codex/runs/20260301_011534_EF0A/Z_aggregator,9,8845,0.01
tools/codex/runs/20260304_174651_DBC8/B_tooling/FILES/apps/keystone/scripts/pitch-engine,2,8792,0.01
tools/codex/worktrees/B_tooling/tools/codex/runs/20260304_174651_DBC8/B_tooling/FILES/apps/keystone/scripts/pitch-engine,2,8792,0.01
tools/codex/runs/20260301_011534_EF0A/D_validation,8,8734,0.01
tools/codex/worktrees/A_core/tools/codex/runs/20260304_061005_61C9/A_core/FILES/apps/keystone/lib/pitch-engine/playback,4,8546,0.01
tools/codex/worktrees/A_core/apps/keystone/lib/pitch-engine/playback,4,8542,0.01
tools/codex/worktrees/Z_aggregator/apps/keystone/scripts,3,8504,0.01
tools/codex/prompts/20260226_6/logs,3,8481,0.01
tools/codex/worktrees/C_features/tools/codex/runs/20260304_061005_61C9/C_features/FILES/docs/quality,3,8360,0.01
tools/codex/worktrees/C_features/docs/quality,3,8357,0.01
apps/web/src,3,8350,0.01
tools/codex/worktrees/D_validation/apps/keystone/visual-tests/pitch-engine,2,8331,0.01
tools/codex/runs/20260301_011534_EF0A/A_core/FILES/apps/keystone/components/pitch,2,8309,0.01
artifacts/keystone-scene-studio,6,8220,0.01
tools/codex/runs/20260305_092736_F9A0/C_features/FILES/packages/ui-kit/src/kpi,3,8209,0.01
tools/codex/worktrees/C_features/tools/codex/runs/20260305_092736_F9A0/C_features/FILES/packages/ui-kit/src/kpi,3,8209,0.01
tools/codex/runs/20260228_2,2,8188,0.01
tools/codex/runs/20260305_092736_F9A0/D_validation/LOGS,3,8142,0.01
tools/codex/worktrees/B_tooling/tools/codex/runs/20260304_061005_61C9/B_tooling/FILES/apps/keystone/scripts/scene-studio,10,8085,0.01
tools/codex/worktrees/B_tooling/apps/keystone/scripts/scene-studio,10,8075,0.01
tools/codex/runs/20260301_011534_EF0A/A_core/FILES/apps/keystone/lib/pitch,1,8059,0.01
tools/codex/worktrees/B_tooling/packages/ui-kit/src/components/premium/overlays,3,7921,0.01
docs/meta-gov/_runs/RUN_20260226_180339,3,7896,0.01
docs/meta-gov/_runs/RUN_20260226_180543,3,7896,0.01
docs/meta-gov/_runs/RUN_20260226_180629,3,7896,0.01
docs/meta-gov/_runs/RUN_20260226_180800,3,7896,0.01
tools/codex/worktrees/A_core/docs/meta-gov/_runs/RUN_20260226_180339,3,7896,0.01
tools/codex/worktrees/A_core/docs/meta-gov/_runs/RUN_20260226_180543,3,7896,0.01
tools/codex/worktrees/A_core/docs/meta-gov/_runs/RUN_20260226_180629,3,7896,0.01
tools/codex/worktrees/A_core/docs/meta-gov/_runs/RUN_20260226_180800,3,7896,0.01
tools/codex/worktrees/B_tooling/docs/meta-gov/_runs/RUN_20260226_180339,3,7896,0.01
tools/codex/worktrees/B_tooling/docs/meta-gov/_runs/RUN_20260226_180543,3,7896,0.01
tools/codex/worktrees/B_tooling/docs/meta-gov/_runs/RUN_20260226_180629,3,7896,0.01
tools/codex/worktrees/B_tooling/docs/meta-gov/_runs/RUN_20260226_180800,3,7896,0.01
tools/codex/worktrees/C_features/docs/meta-gov/_runs/RUN_20260226_180339,3,7896,0.01
tools/codex/worktrees/C_features/docs/meta-gov/_runs/RUN_20260226_180543,3,7896,0.01
tools/codex/worktrees/C_features/docs/meta-gov/_runs/RUN_20260226_180629,3,7896,0.01
tools/codex/worktrees/C_features/docs/meta-gov/_runs/RUN_20260226_180800,3,7896,0.01
tools/codex/worktrees/D_validation/docs/meta-gov/_runs/RUN_20260226_180339,3,7896,0.01
tools/codex/worktrees/D_validation/docs/meta-gov/_runs/RUN_20260226_180543,3,7896,0.01
tools/codex/worktrees/D_validation/docs/meta-gov/_runs/RUN_20260226_180629,3,7896,0.01
tools/codex/worktrees/D_validation/docs/meta-gov/_runs/RUN_20260226_180800,3,7896,0.01
tools/codex/worktrees/Z_aggregator/docs/meta-gov/_runs/RUN_20260226_180339,3,7896,0.01
tools/codex/worktrees/Z_aggregator/docs/meta-gov/_runs/RUN_20260226_180543,3,7896,0.01
tools/codex/worktrees/Z_aggregator/docs/meta-gov/_runs/RUN_20260226_180629,3,7896,0.01
tools/codex/worktrees/Z_aggregator/docs/meta-gov/_runs/RUN_20260226_180800,3,7896,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/docs/meta-gov/_runs/RUN_20260226_180339,3,7896,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/docs/meta-gov/_runs/RUN_20260226_180543,3,7896,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/docs/meta-gov/_runs/RUN_20260226_180629,3,7896,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/docs/meta-gov/_runs/RUN_20260226_180800,3,7896,0.01
docs/meta-gov/_runs/RUN_20260226_180145,3,7891,0.01
docs/meta-gov/_runs/RUN_20260226_180152,3,7891,0.01
tools/codex/worktrees/A_core/docs/meta-gov/_runs/RUN_20260226_180145,3,7891,0.01
tools/codex/worktrees/A_core/docs/meta-gov/_runs/RUN_20260226_180152,3,7891,0.01
tools/codex/worktrees/B_tooling/docs/meta-gov/_runs/RUN_20260226_180145,3,7891,0.01
tools/codex/worktrees/B_tooling/docs/meta-gov/_runs/RUN_20260226_180152,3,7891,0.01
tools/codex/worktrees/C_features/docs/meta-gov/_runs/RUN_20260226_180145,3,7891,0.01
tools/codex/worktrees/C_features/docs/meta-gov/_runs/RUN_20260226_180152,3,7891,0.01
tools/codex/worktrees/D_validation/docs/meta-gov/_runs/RUN_20260226_180145,3,7891,0.01
tools/codex/worktrees/D_validation/docs/meta-gov/_runs/RUN_20260226_180152,3,7891,0.01
tools/codex/worktrees/Z_aggregator/docs/meta-gov/_runs/RUN_20260226_180145,3,7891,0.01
tools/codex/worktrees/Z_aggregator/docs/meta-gov/_runs/RUN_20260226_180152,3,7891,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/docs/meta-gov/_runs/RUN_20260226_180145,3,7891,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/docs/meta-gov/_runs/RUN_20260226_180152,3,7891,0.01
docs/archives,1,7867,0.01
tools/codex/worktrees/A_core/docs/archives,1,7867,0.01
tools/codex/worktrees/B_tooling/docs/archives,1,7867,0.01
tools/codex/worktrees/C_features/docs/archives,1,7867,0.01
tools/codex/worktrees/D_validation/docs/archives,1,7867,0.01
tools/codex/worktrees/Z_aggregator/docs/archives,1,7867,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/docs/archives,1,7867,0.01
docs/govos/_reports,3,7804,0.01
tools/codex/worktrees/A_core/docs/govos/_reports,3,7804,0.01
tools/codex/worktrees/B_tooling/docs/govos/_reports,3,7804,0.01
tools/codex/worktrees/C_features/docs/govos/_reports,3,7804,0.01
tools/codex/worktrees/D_validation/docs/govos/_reports,3,7804,0.01
tools/codex/worktrees/Z_aggregator/docs/govos/_reports,3,7804,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/docs/govos/_reports,3,7804,0.01
tools/codex/runs/manual_20260301_212235/_debug,2,7786,0.01
_backup_constitution_20260301_070024/constitution/constitution,3,7756,0.01
tools/codex/worktrees/C_features/tools/codex/runs/20260304_061005_61C9/C_features/FILES/apps/keystone/components/pitch-engine/recorder,1,7726,0.01
tools/codex/worktrees/C_features/apps/keystone/components/pitch-engine/recorder,1,7725,0.01
tools/codex/runs/ci_factory_local_1/attestations,3,7650,0.01
tools/codex/runs/ci_factory_local_2/attestations,3,7650,0.01
tools/codex/runs/ci_factory_local_fix2/attestations,3,7650,0.01
tools/codex/runs/ci_factory_local_fix3/attestations,3,7650,0.01
tools/codex/runs/ci_factory_local_fix4/attestations,3,7650,0.01
tools/codex/runs/ci_factory_local_fix5/attestations,3,7650,0.01
tools/codex/worktrees/A_core/tools/codex/runs/20260304_061005_61C9/A_core/FILES/apps/keystone/lib/pitch-engine/capabilities,3,7578,0.01
tools/codex/worktrees/A_core/apps/keystone/lib/pitch-engine/capabilities,3,7574,0.01
tools/codex/runs/20260228_011228_ML2K,3,7441,0.01
tools/codex/runs/20260304_174651_DBC8/D_validation/FILES/apps/keystone/visual-tests,1,7407,0.01
tools/codex/worktrees/D_validation/tools/codex/runs/20260304_174651_DBC8/D_validation/FILES/apps/keystone/visual-tests,1,7407,0.01
tools/codex/runs/20260228_183257_093E/Z_aggregator/FILES,2,7388,0.01
tools/codex/C_features/RUN_20260226_180339/FILES/docs/meta-gov,3,7369,0.01
tools/codex/C_features/RUN_20260226_180543/FILES/docs/meta-gov,3,7369,0.01
tools/codex/C_features/RUN_20260226_180629/FILES/docs/meta-gov,3,7369,0.01
tools/codex/C_features/RUN_20260226_180800/FILES/docs/meta-gov,3,7369,0.01
tools/codex/C_features/RUN_20260226_180152/FILES/docs/meta-gov,3,7364,0.01
tools/codex/runs/20260305_092736_F9A0/C_features/FILES/packages/ui-kit/src/kpi/theme,1,7285,0.01
tools/codex/worktrees/C_features/tools/codex/runs/20260305_092736_F9A0/C_features/FILES/packages/ui-kit/src/kpi/theme,1,7285,0.01
tools/codex/runs/20260302_001507_20C8/Z_aggregator/LOGS,7,7196,0.01
tools/codex/runs/20260301_011534_EF0A,3,7165,0.01
tools/codex/runs/ci_factory_local_fix2/Z_integrator,8,7160,0.01
tools/codex/runs/ci_factory_local_fix3/Z_integrator,8,7160,0.01
tools/codex/runs/ci_factory_local_fix4/Z_integrator,8,7160,0.01
tools/codex/runs/ci_factory_local_fix5/Z_integrator,8,7160,0.01
tools/codex/runs/ci_factory_local_1/Z_integrator,8,7118,0.01
tools/codex/runs/ci_factory_local_2/Z_integrator,8,7118,0.01
docs/integration,3,7069,0.01
tools/codex/worktrees/A_core/docs/integration,3,7069,0.01
tools/codex/worktrees/B_tooling/docs/integration,3,7069,0.01
tools/codex/worktrees/C_features/docs/integration,3,7069,0.01
tools/codex/worktrees/D_validation/docs/integration,3,7069,0.01
tools/codex/worktrees/Z_aggregator/docs/integration,3,7069,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/docs/integration,3,7069,0.01
tools/codex/runs/20260305_092736_F9A0/C_features/FILES/packages/ui-kit/src/kpi/frame,3,7066,0.01
tools/codex/worktrees/C_features/tools/codex/runs/20260305_092736_F9A0/C_features/FILES/packages/ui-kit/src/kpi/frame,3,7066,0.01
tools/codex/runs/manual_20260301_212235/A_core/files-changed,5,7030,0.01
tools/codex/runs/20260301_011534_EF0A/B_tooling/FILES/apps/keystone/components/pitch,3,6988,0.01
tools/codex/worktrees/Z_aggregator/tools/codex/runs/ci_factory_local_001,4,6960,0.01
services/core-api/src/routes,5,6958,0.01
tools/codex/worktrees/A_core/services/core-api/src/routes,5,6958,0.01
tools/codex/worktrees/B_tooling/services/core-api/src/routes,5,6958,0.01
tools/codex/worktrees/C_features/services/core-api/src/routes,5,6958,0.01
tools/codex/worktrees/D_validation/services/core-api/src/routes,5,6958,0.01
tools/codex/worktrees/Z_aggregator/services/core-api/src/routes,5,6958,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/services/core-api/src/routes,5,6958,0.01
tools/codex/runs/manual_20260301_212235/A_core/_git_snapshots/hos_factory-launcher_D_validation,4,6916,0.01
tools/codex/guards,2,6869,0.01
tools/codex/worktrees/A_core/tools/codex/guards,2,6869,0.01
tools/codex/worktrees/B_tooling/tools/codex/guards,2,6869,0.01
tools/codex/worktrees/C_features/tools/codex/guards,2,6869,0.01
tools/codex/worktrees/D_validation/tools/codex/guards,2,6869,0.01
tools/codex/worktrees/Z_aggregator/tools/codex/guards,2,6869,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/tools/codex/guards,2,6869,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/packages/contracts/src,6,6855,0.01
tools/codex/prompts/RUN_PHASE1_EXTRACT_001,7,6749,0.01
tools/codex/worktrees/Z_aggregator/packages/ui-kit/src,2,6611,0.01
tools/codex/runs/20260304_174651_DBC8/Z_aggregator/FILES/packages/ui-kit/src,2,6601,0.01
tools/codex/worktrees/Z_aggregator/tools/codex/runs/20260304_174651_DBC8/Z_aggregator/FILES/packages/ui-kit/src,2,6601,0.01
tools/codex/runs/20260301_011534_EF0A/C_features/FILES/apps/keystone/tests,2,6481,0.01
tools/codex/runs/factory_smoke_20260304_212807_4d993bdd_001/Z_integrator,8,6346,0.01
tools/codex/runs/factory_smoke_20260304_213135_6f06e517_001/Z_integrator,8,6346,0.01
tools/codex/runs/factory_smoke_20260304_214351_bd91c028_001/Z_integrator,8,6346,0.01
tools/codex/runs/factory_smoke_20260304_232534_a09b221c_001/Z_integrator,8,6346,0.01
tools/codex/runs/factory_smoke_20260304_232916_a09b221c_001/Z_integrator,8,6346,0.01
tools/codex/runs/factory_smoke_test_20260218_000000_001/Z_integrator,8,6306,0.01
tools/codex/worktrees/A_core/scripts,3,6283,0.01
tools/codex/worktrees/B_tooling/scripts,3,6283,0.01
tools/codex/worktrees/C_features/scripts,3,6283,0.01
tools/codex/worktrees/D_validation/scripts,3,6283,0.01
tools/codex/worktrees/Z_aggregator/scripts,3,6283,0.01
_attic/docs_dump/_root_archive/20260301_014802/scripts,3,6283,0.01
tools/codex/runs/factory_smoke_test_20260218_000000_001/attestations,3,6281,0.01
tools/codex/D_validation/RUN_20260226_180800/FILES/tools/meta/tests,2,6250,0.01
tools/codex/worktrees/A_core/tools/meta/tests,2,6250,0.01
tools/codex/worktrees/B_tooling/tools/meta/tests,2,6250,0.01
tools/codex/worktrees/C_features/tools/meta/tests,2,6250,0.01
tools/codex/worktrees/D_validation/tools/meta/tests,2,6250,0.01
tools/codex/worktrees/Z_aggregator/tools/meta/tests,2,6250,0.01
tools/codex/Z_aggregator/RUN_20260226_180800/FILES/tools/meta/tests,2,6250,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/tools/meta/tests,2,6250,0.01
tools/meta/tests,2,6250,0.01
tools/codex/D_validation/RUN_20260226_180152/FILES/tools/meta/tests,2,6216,0.01
tools/codex/D_validation/RUN_20260226_180339/FILES/tools/meta/tests,2,6216,0.01
tools/codex/D_validation/RUN_20260226_180543/FILES/tools/meta/tests,2,6216,0.01
tools/codex/D_validation/RUN_20260226_180629/FILES/tools/meta/tests,2,6216,0.01
tools/codex/Z_aggregator/RUN_20260226_180152/FILES/tools/meta/tests,2,6216,0.01
tools/codex/Z_aggregator/RUN_20260226_180339/FILES/tools/meta/tests,2,6216,0.01
tools/codex/Z_aggregator/RUN_20260226_180543/FILES/tools/meta/tests,2,6216,0.01
tools/codex/Z_aggregator/RUN_20260226_180629/FILES/tools/meta/tests,2,6216,0.01
tools/codex/runs/factory_smoke_20260304_212807_4d993bdd_001/attestations,3,6171,0.01
tools/codex/runs/factory_smoke_20260304_213135_6f06e517_001/attestations,3,6171,0.01
tools/codex/runs/factory_smoke_20260304_214351_bd91c028_001/attestations,3,6171,0.01
tools/codex/runs/factory_smoke_20260304_232534_a09b221c_001/attestations,3,6171,0.01
tools/codex/runs/factory_smoke_20260304_232916_a09b221c_001/attestations,3,6171,0.01
apps/keystone/app,3,6153,0.01
tools/codex/worktrees/D_validation/tools/codex/runs/20260304_061005_61C9/D_validation/self_dod,1,6096,0.01
apps/keystone/visual-tests,2,6012,0.01
tools/codex/worktrees/Z_aggregator/apps/keystone/docs,2,6012,0.01
tools/codex/worktrees/Z_aggregator/tools/codex/runs/factory_smoke_test_20260218_000000_001/Z_integrator/LOGS,3,6009,0.01
tools/codex/prompts/factory_20260218_185136_b6cb2ef5_001,5,6003,0.01
tools/codex/worktrees/A_core/packages/ui-kit/tests/layers,1,6000,0.01
tools/codex/worktrees/C_features/packages/ui-kit/tests/layers,1,6000,0.01
tools/codex/worktrees/D_validation/packages/ui-kit/tests/layers,1,6000,0.01
tools/codex/worktrees/Z_aggregator/packages/ui-kit/tests/layers,1,6000,0.01
tools/codex/worktrees/A_core/tests/smoke,1,5998,0.01
tools/codex/worktrees/B_tooling/tests/smoke,1,5998,0.01
tools/codex/worktrees/C_features/tests/smoke,1,5998,0.01
tools/codex/worktrees/D_validation/tests/smoke,1,5998,0.01
tools/codex/worktrees/Z_aggregator/tests/smoke,1,5998,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/tests/smoke,1,5998,0.01
_attic/docs_dump/_root_archive/20260301_014802/tests/smoke,1,5998,0.01
tools/codex/worktrees/D_validation/docs/design/pitch-engine,5,5996,0.01
tools/codex/worktrees/D_validation/tools/hos/quality/verification-pass,3,5985,0.01
tools/codex/runs/20260305_092736_F9A0/C_features/FILES/packages/ui-kit/src/kpi/registry,1,5980,0.01
tools/codex/worktrees/C_features/tools/codex/runs/20260305_092736_F9A0/C_features/FILES/packages/ui-kit/src/kpi/registry,1,5980,0.01
tools/codex/runs/20260305_092736_F9A0/A_core/FILES/docs/design,2,5975,0.01
tools/codex/worktrees/A_core/tools/codex/runs/20260305_092736_F9A0/A_core/FILES/docs/design,2,5975,0.01
apps/keystone/src/_codex,1,5938,0.01
artifacts/keystone-pitch-engine/programs/hitech-pitch/20260304_101046_A08H/sequences/02-industrial-flow,4,5938,0.01
artifacts/keystone-pitch-engine/programs/hitech-pitch/20260304_101451_QFH3/sequences/02-industrial-flow,4,5938,0.01
artifacts/keystone-pitch-engine/programs/hitech-pitch/20260304_101617_O1C9/sequences/02-industrial-flow,4,5938,0.01
artifacts/keystone-pitch-engine/programs/hitech-pitch/20260304_101046_A08H/sequences/01-double-engine,4,5914,0.01
artifacts/keystone-pitch-engine/programs/hitech-pitch/20260304_101451_QFH3/sequences/01-double-engine,4,5914,0.01
