dir_rel,file_count,total_size_bytes,total_size_mb
packages/contracts/src/fixtures,8,35369,0.03
tools/codex/worktrees/B_tooling/packages/contracts/src/fixtures,8,35369,0.03
tools/codex/runs/20260305_092736_F9A0/A_core/FILES/packages/ui-kit/src/luxury,8,35352,0.03
tools/codex/worktrees/A_core/tools/codex/runs/20260305_092736_F9A0/A_core/FILES/packages/ui-kit/src/luxury,8,35352,0.03
tools/codex/worktrees/A_core/packages/contracts/src/fixtures,8,35278,0.03
tools/codex/worktrees/C_features/packages/contracts/src/fixtures,8,35278,0.03
tools/codex/worktrees/D_validation/packages/contracts/src/fixtures,8,35278,0.03
tools/codex/runs/20260304_131500_RR01/_context/WORKER_INPUTS,5,34980,0.03
tools/codex/runs/20260228_183257_093E/A_core/FILES/packages/contracts/src/domain/pitch,8,33925,0.03
tools/codex/prompts/20260304_131500_RR01,5,33813,0.03
artifacts/keystone-pitch-engine/programs/hitech-pitch/20260304_101046_A08H,5,33538,0.03
artifacts/keystone-pitch-engine/programs/hitech-pitch/20260304_101451_QFH3,5,33538,0.03
artifacts/keystone-pitch-engine/programs/hitech-pitch/20260304_101617_O1C9,5,33538,0.03
tools/codex/prompts/20260301_011534_EF0A,5,33499,0.03
tools/codex/runs/20260305_092736_F9A0/B_tooling/FILES/apps/keystone/app/dev/style-lab,2,33477,0.03
tools/codex/worktrees/B_tooling/tools/codex/runs/20260305_092736_F9A0/B_tooling/FILES/apps/keystone/app/dev/style-lab,2,33477,0.03
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/docs/factory,25,33431,0.03
tools/codex/prompts/20260304_235959_AAAA,5,32963,0.03
tools/codex/Z_aggregator/RUN_20260224_094425,2,32933,0.03
docs/codex-kernel/docs,13,32751,0.03
tools/codex/Z_aggregator/RUN_20260224_094341,2,32521,0.03
tools/codex/worktrees/C_features/tools/codex/runs/20260304_061005_61C9/C_features/FILES/apps/keystone/components/pitch-engine/state,1,32313,0.03
tools/codex/worktrees/C_features/apps/keystone/components/pitch-engine/state,1,32308,0.03
tools/codex/runs/20260304_174651_DBC8/A_core,15,32235,0.03
tools/codex/prompts/20260304_061005_61C9,5,32119,0.03
tools/codex/worktrees/C_features/tools/codex/runs/20260304_061005_61C9/C_features/FILES/apps/keystone/components/pitch-engine,6,32114,0.03
tools/hos/visual,7,32114,0.03
tools/codex/worktrees/C_features/apps/keystone/components/pitch-engine,6,32108,0.03
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/docs/codex-kernel/docs,13,32088,0.03
tools/codex/worktrees/B_tooling/docs/codex-kernel/docs,13,32083,0.03
tools/codex/worktrees/A_core/docs/codex-kernel/docs,13,32078,0.03
tools/codex/worktrees/C_features/docs/codex-kernel/docs,13,32078,0.03
tools/codex/worktrees/D_validation/docs/codex-kernel/docs,13,32078,0.03
tools/codex/worktrees/Z_aggregator/docs/codex-kernel/docs,13,32078,0.03
tools/codex/runs/20260228_164549_2F73/D_validation/FILES/packages/ui-kit/tests/layers,7,31485,0.03
tools/codex/runs/20260305_092736_F9A0/B_tooling/FILES/apps/keystone/app/dev/kpi-supermarket,2,31460,0.03
tools/codex/worktrees/B_tooling/tools/codex/runs/20260305_092736_F9A0/B_tooling/FILES/apps/keystone/app/dev/kpi-supermarket,2,31460,0.03
tools/codex/runs/20260305_092736_F9A0/_context/WORKER_INPUTS,5,31453,0.03
apps/keystone/app/dev/scene-studio,8,31394,0.03
docs/ui-map/meta,4,30849,0.03
tools/codex/runs/{{RUN_ID}}/UNICODEX/FILES/docs/ui-map/meta,4,30798,0.03
packages/contracts/src/mission-control,9,30764,0.03
tools/codex/worktrees/A_core/packages/contracts/src/mission-control,9,30764,0.03
tools/codex/worktrees/B_tooling/packages/contracts/src/mission-control,9,30764,0.03
tools/codex/worktrees/C_features/packages/contracts/src/mission-control,9,30764,0.03
tools/codex/worktrees/D_validation/packages/contracts/src/mission-control,9,30764,0.03
tools/codex/worktrees/Z_aggregator/packages/contracts/src/mission-control,9,30764,0.03
artifacts/keystone-pitch-engine/programs/hitech-pitch/20260304_101016_MHER,5,30128,0.03
tools/codex/prompts/20260228_2/logs,3,30001,0.03
tools/codex/runs/20260228_1/B_tooling,8,29760,0.03
apps/keystone/visual-tests/helpers,7,29626,0.03
tools/codex/runs/20260304_174651_DBC8/B_tooling,15,29556,0.03
tools/codex/prompts/20260302_001507_20C8,5,29473,0.03
apps/keystone/src/studio,2,29376,0.03
tools/codex/runs/20260228_2/B_tooling,8,29349,0.03
tools/codex/prompts/20260228_1/logs,3,29053,0.03
tools/codex/prompts/20260227_2/logs,3,28913,0.03
tools/codex/runs/conflicts/D_validation/20260228_1/D_validation,5,28898,0.03
tools/codex/worktrees/C_features/tools/codex/runs/20260304_061005_61C9/C_features/FILES/apps/keystone/components/pitch-engine/timeline,5,28857,0.03
tools/codex/worktrees/C_features/apps/keystone/components/pitch-engine/timeline,5,28852,0.03
services/core-api/src/__tests__,8,28726,0.03
tools/codex/worktrees/A_core/services/core-api/src/__tests__,8,28726,0.03
tools/codex/worktrees/B_tooling/services/core-api/src/__tests__,8,28726,0.03
tools/codex/worktrees/C_features/services/core-api/src/__tests__,8,28726,0.03
tools/codex/worktrees/D_validation/services/core-api/src/__tests__,8,28726,0.03
tools/codex/worktrees/Z_aggregator/services/core-api/src/__tests__,8,28726,0.03
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/services/core-api/src/__tests__,8,28726,0.03
tools/codex/B_tooling/RUN_20260226_180543/FILES/tools/meta,9,28488,0.03
tools/codex/B_tooling/RUN_20260226_180629/FILES/tools/meta,9,28488,0.03
tools/codex/B_tooling/RUN_20260226_180800/FILES/tools/meta,9,28477,0.03
packages/ui-kit/src/brand,5,27914,0.03
tools/codex/worktrees/A_core/tools/codex/runs/20260304_061005_61C9/A_core/FILES/apps/keystone/lib/pitch-engine/sequence,9,27910,0.03
tools/codex/worktrees/A_core/apps/keystone/lib/pitch-engine/sequence,9,27901,0.03
tools/codex/worktrees/B_tooling/tools/codex/runs/20260304_061005_61C9/B_tooling/FILES/tools/hos/quality/dod,4,27583,0.03
tools/codex/worktrees/B_tooling/tools/hos/quality/dod,4,27580,0.03
tools/codex/runs/20260301_010535_E0B1/C_features,6,27486,0.03
tools/codex/tracking/tests,8,27448,0.03
tools/codex/B_tooling/RUN_20260226_180152/FILES/tools/meta,9,27301,0.03
tools/codex/B_tooling/RUN_20260226_180339/FILES/tools/meta,9,27301,0.03
apps/keystone/tests,16,26839,0.03
tools/hos/discovery,1,26693,0.03
tools/codex/runs/20260228_164549_2F73/A_core/FILES/packages/contracts/src/domain/pitch,7,26658,0.03
tools/codex/prompts/20260301_001517_5EE0,5,26278,0.03
tools/codex/prompts/20260301_010535_E0B1,5,26278,0.03
tools/codex/Z_aggregator/RUN_20260224_094425/FILES/tools/scripts/lib,2,26137,0.02
docs/meta-gov,7,26096,0.02
tools/codex/worktrees/A_core/docs/meta-gov,7,26096,0.02
tools/codex/worktrees/B_tooling/docs/meta-gov,7,26096,0.02
tools/codex/worktrees/C_features/docs/meta-gov,7,26096,0.02
tools/codex/worktrees/D_validation/docs/meta-gov,7,26096,0.02
tools/codex/worktrees/Z_aggregator/docs/meta-gov,7,26096,0.02
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/docs/meta-gov,7,26096,0.02
tools/codex/Z_aggregator/RUN_20260224_094341/FILES/tools/scripts/lib,2,25897,0.02
tools/codex/runs/conflicts/C_features/20260228_1/C_features,5,25823,0.02
tools/codex/prompts/20260305_092736_F9A0/logs,2,25737,0.02
apps/keystone/components/pitch/screens,5,25733,0.02
tools/codex/Z_aggregator/RUN_20260223_191411/FILES/tools/scripts/lib,3,25727,0.02
tools/codex/runs/20260301_011534_EF0A/B_tooling,8,25428,0.02
services/ai-agent/app,7,25128,0.02
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/services/ai-agent/app,7,25128,0.02
tools/codex/worktrees/A_core/services/ai-agent/app,7,25121,0.02
tools/codex/worktrees/B_tooling/services/ai-agent/app,7,25121,0.02
tools/codex/worktrees/C_features/services/ai-agent/app,7,25121,0.02
tools/codex/worktrees/D_validation/services/ai-agent/app,7,25121,0.02
tools/codex/worktrees/Z_aggregator/services/ai-agent/app,7,25121,0.02
tools/codex/runs/20260305_092736_F9A0/_queue/rework/inbox,5,24996,0.02
tools/codex/worktrees/Z_aggregator/apps/keystone/components/pitch,19,24949,0.02
tools/codex/worktrees/Z_aggregator/tools/codex/runs,2,24913,0.02
tools/codex/runs/20260304_174651_DBC8/_context/WORKER_INPUTS,5,24907,0.02
tools/docs_governor,2,24728,0.02
tools/codex/worktrees/A_core/tools/codex/runs/20260304_174651_DBC8/A_core,12,24692,0.02
tools/codex/worktrees/A_core/apps/keystone/components/pitch,19,24674,0.02
tools/codex/worktrees/D_validation/apps/keystone/components/pitch,19,24674,0.02
tools/codex/worktrees/B_tooling/apps/keystone/src/studio,2,24421,0.02
tools/codex/runs/20260301_010535_E0B1/B_tooling,6,23003,0.02
tools/codex/prompts/20260219_1,5,22971,0.02
tools/codex/Z_aggregator/RUN_20260226_180543,5,22869,0.02
tools/codex/Z_aggregator/RUN_20260226_180629,5,22869,0.02
tools/codex/Z_aggregator/RUN_20260226_180800,5,22869,0.02
tools/codex/worktrees/B_tooling/tools/codex/runs/20260304_174651_DBC8/B_tooling,12,22788,0.02
tools/codex/Z_aggregator/RUN_20260226_180339,5,22693,0.02
tools/codex/Z_aggregator/RUN_20260226_180152,5,22688,0.02
artifacts/keystone-pitch-engine/programs/hitech-pitch/20260304_095416_N92S,1,22366,0.02
tools/codex/worktrees/B_tooling/packages/ui-kit/src/layers,6,22114,0.02
tools/codex/Z_aggregator/RUN_20260226_180339/FILES/docs/meta-gov,6,22085,0.02
tools/codex/Z_aggregator/RUN_20260226_180543/FILES/docs/meta-gov,6,22085,0.02
tools/codex/Z_aggregator/RUN_20260226_180629/FILES/docs/meta-gov,6,22085,0.02
tools/codex/Z_aggregator/RUN_20260226_180800/FILES/docs/meta-gov,6,22085,0.02
tools/codex/Z_aggregator/RUN_20260226_180152/FILES/docs/meta-gov,6,22080,0.02
tools/codex/runs/20260304_174651_DBC8/_debug,1,21894,0.02
tools/codex/worktrees/Z_aggregator/packages/ui-kit/src/layers,6,21222,0.02
tools/codex/runs/20260228_1/B_tooling/FILES/tooling_specs,5,21089,0.02
tools/codex/runs/20260305_092736_F9A0/Z_aggregator/FILES/packages/ui-kit/src/motion/__tests__,1,21074,0.02
tools/codex/worktrees/Z_aggregator/tools/codex/runs/20260305_092736_F9A0/Z_aggregator/FILES/packages/ui-kit/src/motion/__tests__,1,21074,0.02
tools/codex/runs/20260305_092736_F9A0/Z_aggregator/FILES/packages/ui-kit/src/luxury/frames/__tests__,1,20969,0.02
tools/codex/worktrees/Z_aggregator/tools/codex/runs/20260305_092736_F9A0/Z_aggregator/FILES/packages/ui-kit/src/luxury/frames/__tests__,1,20969,0.02
tools/hos/_core,11,20965,0.02
docs/knowledge/codex_chats/export_20260304_152713/export/md,283,20942,0.02
tools/codex/worktrees/A_core/packages/ui-kit/src/layers,5,20824,0.02
tools/codex/worktrees/C_features/packages/ui-kit/src/layers,5,20824,0.02
tools/codex/worktrees/D_validation/packages/ui-kit/src/layers,5,20824,0.02
tools/codex/schemas,11,20726,0.02
tools/codex/worktrees/A_core/factory/contracts,5,20682,0.02
tools/codex/worktrees/B_tooling/factory/contracts,5,20682,0.02
tools/codex/worktrees/C_features/factory/contracts,5,20682,0.02
tools/codex/worktrees/D_validation/factory/contracts,5,20682,0.02
tools/codex/worktrees/Z_aggregator/factory/contracts,5,20682,0.02
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/factory/contracts,5,20682,0.02
_attic/docs_dump/_root_archive/20260301_014802/factory/contracts,5,20682,0.02
tools/codex/runs/20260228_2/B_tooling/FILES/layer_guard_specs,5,20559,0.02
tools/codex/worktrees/A_core/tools/codex/runs/20260304_061005_61C9/A_core/FILES/apps/keystone/lib/pitch-engine/contracts,6,20522,0.02
tools/codex/worktrees/A_core/apps/keystone/lib/pitch-engine/contracts,6,20516,0.02
tools/codex/runs/20260301_010535_E0B1/D_validation,6,20455,0.02
tools/codex/worktrees/B_tooling/packages/ui-kit/src/brand,2,20402,0.02
tools/codex/worktrees/A_core/tools/snapshot,2,20282,0.02
tools/codex/worktrees/B_tooling/tools/snapshot,2,20282,0.02
tools/codex/worktrees/C_features/tools/snapshot,2,20282,0.02
tools/codex/worktrees/D_validation/tools/snapshot,2,20282,0.02
tools/codex/worktrees/Z_aggregator/tools/snapshot,2,20282,0.02
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/tools/snapshot,2,20282,0.02
tools/snapshot,2,20282,0.02
tools/codex/runs/20260304_174651_DBC8/D_validation,13,20115,0.02
tools/codex/worktrees/B_tooling/apps/keystone/app/dev/scene-studio,4,19986,0.02
tools/codex/worktrees/D_validation/packages/contracts/tests,3,19877,0.02
tools/codex/runs/20260228_1/D_validation/FILES/validation_specs,5,19806,0.02
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/tools/codex/schemas,11,19752,0.02
tools/codex/runs/20260305_092736_F9A0/B_tooling/LOGS,4,19733,0.02
tools/codex/worktrees/B_tooling/tools/codex/runs/20260305_092736_F9A0/B_tooling/LOGS,4,19733,0.02
apps/keystone/components/mission,6,19663,0.02
tools/codex/worktrees/A_core/tools/codex/schemas,11,19592,0.02
tools/codex/worktrees/B_tooling/tools/codex/schemas,11,19592,0.02
tools/codex/worktrees/C_features/tools/codex/schemas,11,19592,0.02
tools/codex/worktrees/D_validation/tools/codex/schemas,11,19592,0.02
tools/codex/worktrees/Z_aggregator/tools/codex/schemas,11,19592,0.02
tools/codex/worktrees/B_tooling/apps/keystone/components/mission,6,19545,0.02
tools/codex/runs/20260228_183257_093E/B_tooling/FILES/packages/ui-kit/src/layers,5,19488,0.02
tools/codex/worktrees/A_core/apps/keystone/components/mission,6,19307,0.02
tools/codex/worktrees/C_features/apps/keystone/components/mission,6,19307,0.02
tools/codex/worktrees/D_validation/apps/keystone/components/mission,6,19307,0.02
tools/codex/worktrees/Z_aggregator/apps/keystone/components/mission,6,19307,0.02
tools/codex/runs/20260304_174343_8C66/_context/WORKER_INPUTS,5,19290,0.02
tools/codex/runs/20260228_183257_093E/Z_aggregator,8,19232,0.02
packages/ui-kit/src,2,18976,0.02
packages/contracts/tools,2,18706,0.02
tools/codex/runs/ci_factory_local_fix5/C_worker,13,18647,0.02
tools/codex/runs/ci_factory_local_fix2/D_worker,13,18644,0.02
tools/codex/runs/ci_factory_local_fix4/A_worker,13,18643,0.02
tools/codex/runs/ci_factory_local_fix4/D_worker,13,18641,0.02
tools/codex/runs/ci_factory_local_fix5/A_worker,13,18641,0.02
tools/codex/runs/ci_factory_local_fix2/B_worker,13,18638,0.02
tools/codex/runs/ci_factory_local_fix3/A_worker,13,18638,0.02
tools/codex/runs/ci_factory_local_fix3/C_worker,13,18638,0.02
tools/codex/runs/ci_factory_local_fix3/D_worker,13,18635,0.02
tools/codex/runs/ci_factory_local_fix4/B_worker,13,18635,0.02
services/core-api/src,3,18632,0.02
tools/codex/runs/ci_factory_local_fix2/C_worker,13,18632,0.02
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/services/core-api/src,3,18632,0.02
tools/codex/worktrees/A_core/services/core-api/src,3,18631,0.02
tools/codex/worktrees/B_tooling/services/core-api/src,3,18631,0.02
tools/codex/worktrees/C_features/services/core-api/src,3,18631,0.02
tools/codex/worktrees/D_validation/services/core-api/src,3,18631,0.02
tools/codex/worktrees/Z_aggregator/services/core-api/src,3,18631,0.02
tools/codex/runs/ci_factory_local_fix2/A_worker,13,18629,0.02
tools/codex/runs/ci_factory_local_fix4/C_worker,13,18629,0.02
tools/codex/runs/ci_factory_local_fix5/B_worker,13,18629,0.02
tools/codex/runs/ci_factory_local_fix5/D_worker,13,18626,0.02
tools/codex/runs/ci_factory_local_fix3/B_worker,13,18623,0.02
tools/repo_template,3,18613,0.02
tools/codex/runs/ci_factory_local_1/D_worker,13,18575,0.02
tools/codex/runs/ci_factory_local_1/B_worker,13,18572,0.02
tools/codex/runs/ci_factory_local_1/C_worker,13,18569,0.02
tools/codex/runs/ci_factory_local_2/A_worker,13,18569,0.02
tools/codex/runs/ci_factory_local_1/A_worker,13,18566,0.02
tools/codex/runs/ci_factory_local_2/C_worker,13,18566,0.02
tools/codex/runs/ci_factory_local_2/D_worker,13,18566,0.02
tools/codex/runs/20260228_164549_2F73/B_tooling/FILES/packages/ui-kit/src/layers,5,18563,0.02
tools/codex/runs/ci_factory_local_2/B_worker,13,18563,0.02
tools/codex/worktrees/B_tooling/tools/codex/runs/20260304_061005_61C9/B_tooling/FILES/apps/keystone/scripts/pitch-engine,15,18373,0.02
tools/codex/worktrees/Z_aggregator/packages/contracts/src,10,18369,0.02
tools/codex/worktrees/B_tooling/apps/keystone/scripts/pitch-engine,15,18358,0.02
tools/codex/worktrees/D_validation/tools/codex/runs/20260304_174651_DBC8/D_validation,12,18324,0.02
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/packages/contracts/tools,2,18307,0.02
tools/codex/worktrees/A_core/packages/contracts/tools,2,18305,0.02
tools/codex/worktrees/B_tooling/packages/contracts/tools,2,18305,0.02
tools/codex/worktrees/C_features/packages/contracts/tools,2,18305,0.02
tools/codex/worktrees/D_validation/packages/contracts/tools,2,18305,0.02
tools/codex/worktrees/Z_aggregator/packages/contracts/tools,2,18305,0.02
tools/hos/turbo,6,17897,0.02
packages/contracts/src,10,17786,0.02
tools/codex/worktrees/A_core/factory/D_validation,4,17736,0.02
tools/codex/worktrees/B_tooling/factory/D_validation,4,17736,0.02
tools/codex/worktrees/C_features/factory/D_validation,4,17736,0.02
tools/codex/worktrees/D_validation/factory/D_validation,4,17736,0.02
tools/codex/worktrees/Z_aggregator/factory/D_validation,4,17736,0.02
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/factory/D_validation,4,17736,0.02
_attic/docs_dump/_root_archive/20260301_014802/factory/D_validation,4,17736,0.02
tools/codex/runs/20260228_1/A_core/FILES/contracts_specs,5,17592,0.02
tools/codex/runs/20260228_1/A_core/FILES/contracts_specs_snapshot,5,17592,0.02
tools/codex/worktrees/A_core/packages/contracts/src,10,17568,0.02
tools/codex/worktrees/B_tooling/packages/contracts/src,10,17568,0.02
tools/codex/worktrees/C_features/packages/contracts/src,10,17568,0.02
tools/codex/worktrees/D_validation/packages/contracts/src,10,17568,0.02
tools/codex/worktrees/D_validation/docs/quality,4,17511,0.02
tools,5,17447,0.02
tools/codex/worktrees/B_tooling/packages/ui-kit/src/components/premium/controls,6,17338,0.02
tools/codex/prompts/RUN_PHASE1_EXTRACT_017,5,17316,0.02
tools/codex/prompts/RUN_PHASE1_EXTRACT_020,5,17316,0.02
packages/ui-kit/src/components/premium/controls,6,17299,0.02
packages/contracts/tests,2,17105,0.02
tools/codex/worktrees/B_tooling/packages/contracts/tests,2,17036,0.02
tools/codex/runs/20260228_1/C_features/FILES/features_specs,5,16605,0.02
docs/ui-map/queries,2,16226,0.02
tools/codex/runs/20260305_092736_F9A0/A_core/FILES/packages/ui-kit/src/luxury/materials,2,16194,0.02
tools/codex/worktrees/A_core/tools/codex/runs/20260305_092736_F9A0/A_core/FILES/packages/ui-kit/src/luxury/materials,2,16194,0.02
tools/codex/worktrees/C_features/packages/contracts/tests,2,16171,0.02
tools/codex/worktrees/Z_aggregator/packages/contracts/tests,2,16171,0.02
apps/keystone/scripts,7,16142,0.02
services/core-api/src/lib,8,15893,0.02
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/services/core-api/src/lib,8,15893,0.02
tools/codex/worktrees/A_core/services/core-api/src/lib,8,15891,0.02
tools/codex/worktrees/B_tooling/services/core-api/src/lib,8,15891,0.02
tools/codex/worktrees/C_features/services/core-api/src/lib,8,15891,0.02
tools/codex/worktrees/D_validation/services/core-api/src/lib,8,15891,0.02
tools/codex/worktrees/Z_aggregator/services/core-api/src/lib,8,15891,0.02
tools/codex/runs/{{RUN_ID}}/UNICODEX/FILES/docs/ui-map/queries,2,15787,0.02
tools/codex/worktrees/D_validation/apps/keystone/tests/pitch-engine-validation,4,15478,0.01
tools/codex/runs/20260301_010535_E0B1/B_tooling/FILES/apps/keystone/components/pitch,4,15218,0.01
tools/codex/worktrees/A_core/factory/A_core,5,15212,0.01
tools/codex/worktrees/B_tooling/factory/A_core,5,15212,0.01
tools/codex/worktrees/C_features/factory/A_core,5,15212,0.01
tools/codex/worktrees/D_validation/factory/A_core,5,15212,0.01
tools/codex/worktrees/Z_aggregator/factory/A_core,5,15212,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/factory/A_core,5,15212,0.01
_attic/docs_dump/_root_archive/20260301_014802/factory/A_core,5,15212,0.01
tools/codex/verify,1,15189,0.01
apps/keystone/components/pitch/shell,11,15161,0.01
tools/codex/worktrees/B_tooling/packages/ui-kit/src/theme,1,14976,0.01
tools/codex/worktrees/A_core/tools/scripts/safe-swap,1,14958,0.01
tools/codex/worktrees/B_tooling/tools/scripts/safe-swap,1,14958,0.01
tools/codex/worktrees/C_features/tools/scripts/safe-swap,1,14958,0.01
tools/codex/worktrees/D_validation/tools/scripts/safe-swap,1,14958,0.01
tools/codex/worktrees/Z_aggregator/tools/scripts/safe-swap,1,14958,0.01
tools/codex/Z_aggregator/RUN_20260223_191411/FILES/tools/scripts/safe-swap,1,14958,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/tools/scripts/safe-swap,1,14958,0.01
tools/scripts/safe-swap,1,14958,0.01
tools/codex/A_core/RUN_20260226_180152/FILES/docs/meta-gov,3,14716,0.01
tools/codex/A_core/RUN_20260226_180339/FILES/docs/meta-gov,3,14716,0.01
tools/codex/A_core/RUN_20260226_180543/FILES/docs/meta-gov,3,14716,0.01
tools/codex/A_core/RUN_20260226_180629/FILES/docs/meta-gov,3,14716,0.01
tools/codex/A_core/RUN_20260226_180800/FILES/docs/meta-gov,3,14716,0.01
tools/codex/worktrees/A_core/packages/ui-kit/src,2,14604,0.01
tools/codex/worktrees/B_tooling/packages/ui-kit/src,2,14604,0.01
tools/codex/worktrees/C_features/packages/ui-kit/src,2,14604,0.01
tools/codex/worktrees/D_validation/packages/ui-kit/src,2,14604,0.01
tools/codex/runs/20260305_092736_F9A0/A_core/FILES/packages/ui-kit/src/luxury/tokens,6,14596,0.01
tools/codex/worktrees/A_core/tools/codex/runs/20260305_092736_F9A0/A_core/FILES/packages/ui-kit/src/luxury/tokens,6,14596,0.01
tools/codex/worktrees/C_features/tools/codex/runs/20260304_061005_61C9/C_features/FILES/apps/keystone/tests/pitch-engine-ui,9,14416,0.01
tools/codex/worktrees/C_features/apps/keystone/tests/pitch-engine-ui,9,14407,0.01
services/core-api/src/adapters,2,14053,0.01
tools/codex/worktrees/A_core/services/core-api/src/adapters,2,14053,0.01
tools/codex/worktrees/B_tooling/services/core-api/src/adapters,2,14053,0.01
tools/codex/worktrees/C_features/services/core-api/src/adapters,2,14053,0.01
tools/codex/worktrees/D_validation/services/core-api/src/adapters,2,14053,0.01
tools/codex/worktrees/Z_aggregator/services/core-api/src/adapters,2,14053,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/services/core-api/src/adapters,2,14053,0.01
tools/codex/worktrees/A_core/tools/codex/runs/20260304_061005_61C9/A_core,14,13974,0.01
tools/codex/tooling,2,13943,0.01
_attic/docs_dump/_root_archive/20260301_014802/qa/runs/20260219_1/Z_aggregator,6,13912,0.01
tools/codex/runs/20260305_092736_F9A0/Z_aggregator/FILES/packages/ui-kit/src/motion,5,13719,0.01
tools/codex/worktrees/Z_aggregator/tools/codex/runs/20260305_092736_F9A0/Z_aggregator/FILES/packages/ui-kit/src/motion,5,13719,0.01
tools/codex/Z_aggregator/RUN_20260224_094425/FILES/tools/scripts,1,13689,0.01
tools/codex/runs/20260304_174651_DBC8/C_features,15,13627,0.01
tools/codex/runs/20260305_092736_F9A0/Z_aggregator/FILES/packages/ui-kit/src/luxury/frames,3,13620,0.01
tools/codex/worktrees/Z_aggregator/tools/codex/runs/20260305_092736_F9A0/Z_aggregator/FILES/packages/ui-kit/src/luxury/frames,3,13620,0.01
tools/codex/Z_aggregator/RUN_20260224_094341/FILES/tools/scripts,1,13528,0.01
tools/codex/_cache,2,13471,0.01
scripts,10,13458,0.01
tools/codex/Z_aggregator/RUN_20260223_191411/FILES/docs,2,13441,0.01
tools/_local/context_exporter,1,13432,0.01
tools/codex/runs/20260301_001517_5EE0/D_validation,6,13292,0.01
tools/codex/prompts/20260304_120000_ABCD,5,13211,0.01
tools/codex/worktrees/A_core/tools/tests/dispatch-hardening,3,12975,0.01
tools/codex/worktrees/B_tooling/tools/tests/dispatch-hardening,3,12975,0.01
tools/codex/worktrees/C_features/tools/tests/dispatch-hardening,3,12975,0.01
tools/codex/worktrees/D_validation/tools/tests/dispatch-hardening,3,12975,0.01
tools/codex/worktrees/Z_aggregator/tools/tests/dispatch-hardening,3,12975,0.01
tools/tests/dispatch-hardening,3,12975,0.01
tools/codex/runs/BAD/_debug,4,12810,0.01
tools/codex/runs/20260228_003038_2D42/_debug,4,12640,0.01
tools/codex/runs/20260228_003207_406E/_debug,4,12640,0.01
tools/codex/runs/20260228_003543_7CC1/_debug,4,12640,0.01
tools/hos/constitution,5,12617,0.01
tools/codex/Z_aggregator/RUN_20260223_191411/FILES/tools/scripts,1,12476,0.01
tools/codex/worktrees/A_core/apps/keystone/lib/pitch,3,12403,0.01
docs/knowledge/codex_chats/export_20260304_152713/_tools,2,12329,0.01
tools/codex/worktrees/C_features/apps/keystone/components/pitch/run1,1,12213,0.01
tools/codex/worktrees/C_features/tools/codex/runs/20260304_061005_61C9/C_features/FILES/apps/keystone/app/api/pitch-engine/_lib,3,12158,0.01
tools/codex/worktrees/C_features/apps/keystone/app/api/pitch-engine/_lib,3,12156,0.01
packages/ui-kit/src/components/layout,7,12095,0.01
tools/codex/worktrees/A_core/packages/ui-kit/src/components/layout,7,12095,0.01
tools/codex/worktrees/B_tooling/packages/ui-kit/src/components/layout,7,12095,0.01
tools/codex/worktrees/C_features/packages/ui-kit/src/components/layout,7,12095,0.01
tools/codex/worktrees/D_validation/packages/ui-kit/src/components/layout,7,12095,0.01
tools/codex/worktrees/Z_aggregator/packages/ui-kit/src/components/layout,7,12095,0.01
tools/codex/runs/20260301_010535_E0B1/Z_aggregator,7,12078,0.01
packages/ui-kit/tests/layers,3,12038,0.01
tools/codex/runs/20260301_011534_EF0A/attestations,3,12011,0.01
tools/codex/prompts/20260228_164549_2F73,5,11992,0.01
tools/codex/runs/20260228_183257_093E/B_tooling/FILES/packages/ui-kit/src/styles,1,11957,0.01
tools/codex/factory/tests/integration,3,11622,0.01
tools/codex,5,11450,0.01
tools/codex/_triage/snapshots/SNAP_20260226_1/BEFORE/tools/codex,5,11450,0.01
tools/codex/worktrees/A_core/tools/codex,5,11448,0.01
tools/codex/worktrees/B_tooling/tools/codex,5,11448,0.01
tools/codex/worktrees/C_features/tools/codex,5,11448,0.01
tools/codex/worktrees/D_validation/tools/codex,5,11448,0.01
tools/codex/worktrees/Z_aggregator/tools/codex,5,11448,0.01
tools/codex/worktrees/B_tooling/tools/codex/runs/20260304_061005_61C9/B_tooling/FILES/docs/quality,2,11332,0.01
tools/codex/worktrees/B_tooling/docs/quality,2,11330,0.01
docs/meta-gov/LATEST,3,11251,0.01
docs/meta-gov/_runs/RUN_20260226_182007,3,11251,0.01
docs/meta-gov/_runs/RUN_20260226_182402,3,11251,0.01
